Item Name,Supplier,Quantity,Cost Per Unit,Total Cost,Expiry Date,Storage Location,Stock Status,Order Date,Delivery Date
Herself Diagnostic Tools,HealthFirst,179,381.23,68240.17,11/10/2024,Warehouse B,Low Stock,25/09/2024,14/10/2024
Hard Medicine,MediCorp,193,467.91,90306.63,08/11/2025,Warehouse A,Available,04/02/2024,22/11/2024
Conference Surgical Equipment,HealthFirst,70,292.31,20461.7,14/09/2026,Warehouse B,Available,16/09/2024,29/01/2025
Career Medicine,PharmaPlus,162,203.46,32960.52,12/11/2026,Main Hospital,Available,22/06/2023,23/04/2024
Figure Medicine,MediCorp,194,185.98,36080.12,17/05/2026,Warehouse B,Low Stock,12/11/2024,22/02/2025
Drug Diagnostic Tools,PharmaPlus,273,332.09,90660.57,25/01/2028,Emergency Storage,Available,18/09/2024,13/01/2025
Image Personal Protective Equipment,HealthFirst,17,326.63,5552.71,29/07/2026,Clinic Branch,Out of Stock,25/10/2024,
Suffer Sanitizers,MediCorp,108,456.82,49336.56,23/10/2026,Warehouse B,Out of Stock,15/09/2024,04/11/2024
Fund Surgical Equipment,CareWell,37,165.17,6111.29,06/08/2026,Warehouse B,Available,11/03/2022,
Point Personal Protective Equipment,HealthFirst,249,128.88,32091.12,Invalid Date,Warehouse A,Low Stock,11/07/2023,
Develop Surgical Equipment,PharmaPlus,283,56.03,15856.49,06/10/2025,Emergency Storage,Available,30/08/2022,21/12/2024
Whom Sanitizers,HealthFirst,144,6.13,882.72,22/12/2026,Emergency Storage,Out of Stock,20/04/2024,01/05/2024
Usually Surgical Equipment,MedSupplies,0,21.24,0,18/09/2027,Warehouse A,Available,22/01/2023,03/04/2023
Pick Sanitizers,MediCorp,69,316.53,21840.57,21/02/2027,Emergency Storage,Available,15/11/2024,07/12/2024
Few Personal Protective Equipment,MediCorp,86,51.59,4436.74,24/10/2025,Clinic Branch,Low Stock,31/03/2024,28/11/2024
Including Personal Protective Equipment,HealthFirst,45,176.71,7951.95,29/11/2024,Clinic Branch,Out of Stock,20/11/2024,08/01/2025
Organization Surgical Equipment,PharmaPlus,31,407.38,12628.78,09/12/2025,Warehouse A,Available,12/04/2023,06/01/2024
Blood Personal Protective Equipment,,142,36.1,5126.2,20/01/2028,Emergency Storage,Available,13/01/2024,14/04/2024
Dog Sanitizers,CareWell,177,179.78,31821.06,19/07/2026,Main Hospital,Low Stock,11/04/2024,
Above Personal Protective Equipment,MediCorp,224,396.92,88910.08,09/03/2026,Emergency Storage,Available,30/03/2023,30/11/2023
Suggest Sanitizers,MedSupplies,109,465.41,50729.69,Invalid Date,Warehouse A,Out of Stock,20/05/2024,17/11/2024
Do Surgical Equipment,HealthFirst,41,458.75,18808.75,10/02/2026,Warehouse B,Low Stock,24/01/2023,21/11/2024
Dream Medicine,CareWell,261,76.76,20034.36,13/04/2024,Warehouse A,Low Stock,02/01/2025,19/02/2025
Political Diagnostic Tools,CareWell,142,183.67,26081.14,25/05/2024,Warehouse B,Low Stock,25/03/2022,31/08/2024
Paper Diagnostic Tools,PharmaPlus,115,477.45,54906.75,14/03/2026,Warehouse B,Out of Stock,14/05/2023,25/01/2024
Seat Diagnostic Tools,CareWell,187,11.19,2092.53,09/02/2025,Emergency Storage,Low Stock,08/04/2022,30/08/2022
Finally Personal Protective Equipment,MediCorp,78,415.54,32412.12,26/12/2027,Emergency Storage,Available,02/06/2024,
Station Personal Protective Equipment,CareWell,115,494,56810,26/09/2027,Emergency Storage,Available,17/07/2023,
About Sanitizers,HealthFirst,182,68.06,12386.92,06/10/2026,Warehouse A,Low Stock,06/06/2024,09/10/2024
Although Personal Protective Equipment,MediCorp,226,370.34,83696.84,10/05/2027,Clinic Branch,Low Stock,15/06/2023,18/01/2024
Claim Sanitizers,HealthFirst,14,415.02,5810.28,26/06/2025,Clinic Branch,Low Stock,25/02/2022,13/11/2024
Own Personal Protective Equipment,MediCorp,138,496.92,68574.96,26/12/2025,Warehouse B,Low Stock,05/01/2023,02/01/2024
Other Sanitizers,CareWell,236,66.24,15632.64,23/10/2024,Emergency Storage,Low Stock,05/10/2024,04/01/2025
Attack Diagnostic Tools,CareWell,230,274.12,63047.6,13/04/2025,Main Hospital,Available,05/07/2022,24/01/2024
Relationship Surgical Equipment,MedSupplies,169,205.78,34776.82,27/09/2027,Warehouse A,Low Stock,24/05/2022,15/12/2024
Give Personal Protective Equipment,CareWell,265,262.9,69668.5,03/03/2025,Clinic Branch,Available,07/05/2023,18/11/2024
Form Diagnostic Tools,,126,172.8,21772.8,04/01/2027,Warehouse A,Available,04/03/2022,08/06/2023
Benefit Sanitizers,PharmaPlus,109,103.79,11313.11,21/10/2026,Main Hospital,Out of Stock,01/09/2022,
Similar Sanitizers,PharmaPlus,280,226.2,63336,02/12/2026,Main Hospital,Low Stock,12/08/2023,25/06/2024
Answer Surgical Equipment,HealthFirst,41,139.86,5734.26,23/03/2026,Main Hospital,Low Stock,30/04/2023,09/01/2025
People Personal Protective Equipment,PharmaPlus,211,243.47,51372.17,31/03/2025,Emergency Storage,Low Stock,18/05/2022,14/10/2022
Serve Surgical Equipment,CareWell,214,84.32,18044.48,25/01/2028,Emergency Storage,Available,09/02/2023,16/12/2023
Could Diagnostic Tools,CareWell,13,215.42,2800.46,28/03/2026,Warehouse A,Out of Stock,24/06/2024,05/11/2024
Increase Diagnostic Tools,HealthFirst,132,129.33,17071.56,26/08/2027,Clinic Branch,Available,29/12/2022,11/04/2023
What Personal Protective Equipment,CareWell,279,469.37,130954.23,11/06/2024,Clinic Branch,Low Stock,06/06/2022,
Happy Diagnostic Tools,HealthFirst,258,374,96492,03/05/2025,Warehouse B,Available,21/01/2024,
Quickly Surgical Equipment,HealthFirst,195,258.77,50460.15,29/03/2025,Emergency Storage,Available,07/08/2022,14/03/2024
Program Medicine,HealthFirst,274,160.92,44092.08,28/08/2025,Warehouse A,Available,27/12/2023,14/11/2024
Represent Surgical Equipment,PharmaPlus,212,212.55,45060.6,27/12/2024,Main Hospital,Out of Stock,16/03/2023,26/04/2023
Early Sanitizers,MediCorp,45,16.03,721.35,21/04/2025,Warehouse B,Low Stock,01/06/2024,25/08/2024
Director Surgical Equipment,MedSupplies,94,477.02,44839.88,21/02/2027,Emergency Storage,Out of Stock,20/09/2022,01/05/2024
Southern Medicine,HealthFirst,218,190.61,41552.98,26/07/2026,Warehouse A,Available,18/07/2024,29/10/2024
Owner Sanitizers,CareWell,17,81.83,1391.11,22/08/2025,Main Hospital,Out of Stock,16/07/2024,02/11/2024
Usually Medicine,CareWell,22,263.21,5790.62,14/10/2027,Warehouse B,Low Stock,05/11/2022,24/02/2023
Agent Personal Protective Equipment,MedSupplies,265,403.17,106840.05,14/12/2027,Warehouse A,Available,31/05/2022,14/09/2022
We Personal Protective Equipment,PharmaPlus,208,16.67,3467.36,15/04/2027,Emergency Storage,Out of Stock,23/05/2024,03/11/2024
Evening Medicine,MediCorp,255,392.62,100118.1,28/05/2027,Emergency Storage,Available,22/02/2023,03/07/2023
Dog Surgical Equipment,HealthFirst,269,222.8,59933.2,27/01/2026,Main Hospital,Available,05/04/2023,22/07/2024
Throw Surgical Equipment,MediCorp,11,324.11,3565.21,07/08/2024,Emergency Storage,Out of Stock,30/01/2025,31/01/2025
Spring Surgical Equipment,PharmaPlus,225,156.12,35127,31/12/2026,Emergency Storage,Low Stock,17/10/2022,16/11/2022
Thus Sanitizers,CareWell,231,447.55,103384.05,02/07/2027,Clinic Branch,Available,29/06/2023,31/07/2023
Be Medicine,MedSupplies,212,383.59,81321.08,18/01/2026,Warehouse A,Out of Stock,12/07/2023,12/10/2024
True Surgical Equipment,MediCorp,226,396.28,89559.28,Invalid Date,Clinic Branch,Out of Stock,30/01/2025,04/03/2025
Year Personal Protective Equipment,CareWell,134,492.27,65964.18,15/08/2026,Warehouse A,Low Stock,05/02/2024,22/07/2024
Fly Diagnostic Tools,MedSupplies,110,122.31,13454.1,08/08/2026,Emergency Storage,Available,04/07/2022,05/10/2022
Writer Surgical Equipment,MediCorp,182,415.23,75571.86,16/08/2026,Emergency Storage,Available,15/04/2022,11/05/2023
In Surgical Equipment,CareWell,111,424.47,47116.17,30/04/2027,Main Hospital,Available,09/06/2023,04/07/2024
After Medicine,HealthFirst,149,417.2,62162.8,08/01/2027,Warehouse A,Low Stock,19/05/2023,
Answer Sanitizers,,160,418.09,66894.4,27/03/2024,Clinic Branch,Available,13/02/2024,05/05/2024
Manage Diagnostic Tools,CareWell,60,316.77,19006.2,24/01/2027,Main Hospital,Available,25/11/2022,07/03/2025
Situation Surgical Equipment,PharmaPlus,241,180.9,43596.9,05/01/2026,Main Hospital,Available,21/08/2023,17/01/2024
Among Sanitizers,MedSupplies,81,465.91,37738.71,08/03/2027,Warehouse B,Low Stock,06/12/2023,03/03/2025
Bill Surgical Equipment,CareWell,76,285.39,21689.64,30/09/2024,Warehouse B,Low Stock,17/03/2022,19/04/2022
Direction Diagnostic Tools,CareWell,28,209.39,5862.92,31/01/2025,Warehouse B,Available,05/04/2023,12/03/2025
Sense Diagnostic Tools,HealthFirst,99,430.17,42586.83,23/02/2025,Main Hospital,Available,06/07/2023,20/10/2024
Knowledge Diagnostic Tools,CareWell,83,470.05,39014.15,03/02/2028,Emergency Storage,Out of Stock,02/09/2023,27/09/2024
Stage Personal Protective Equipment,MedSupplies,52,345.72,17977.44,23/02/2026,Main Hospital,Available,10/07/2023,20/03/2024
How Sanitizers,PharmaPlus,95,84.47,8024.65,02/07/2024,Clinic Branch,Available,03/08/2022,28/03/2023
Loss Surgical Equipment,MediCorp,107,273.8,29296.6,12/11/2026,Main Hospital,Available,22/05/2023,24/12/2023
Sure Diagnostic Tools,MediCorp,266,127.73,33976.18,04/12/2027,Emergency Storage,Available,15/10/2023,16/03/2025
Trade Personal Protective Equipment,CareWell,187,16.77,3135.99,17/09/2027,Main Hospital,Available,23/04/2022,10/01/2023
Determine Medicine,MedSupplies,119,26.35,3135.65,12/02/2027,Warehouse B,Available,26/04/2022,24/10/2024
Major Medicine,MediCorp,176,462.25,81356,01/11/2025,Clinic Branch,Out of Stock,12/06/2022,24/05/2024
Something Surgical Equipment,MediCorp,230,429.35,98750.5,07/01/2025,Clinic Branch,Available,23/08/2022,01/06/2024
Join Surgical Equipment,CareWell,175,94.97,16619.75,25/09/2024,Clinic Branch,Out of Stock,30/05/2022,09/11/2022
Beat Sanitizers,PharmaPlus,190,363.28,69023.2,11/04/2026,Warehouse B,Low Stock,23/05/2023,
Still Medicine,PharmaPlus,18,212.28,3821.04,04/02/2026,Clinic Branch,Low Stock,29/05/2023,03/03/2025
As Diagnostic Tools,CareWell,176,398.53,70141.28,12/10/2027,Warehouse B,Available,31/12/2023,21/03/2025
Difference Sanitizers,MedSupplies,82,327.73,26873.86,03/03/2025,Emergency Storage,Low Stock,23/09/2024,02/02/2025
Score Personal Protective Equipment,,123,141.33,17383.59,28/09/2026,Main Hospital,Low Stock,03/03/2023,10/04/2024
Film Medicine,PharmaPlus,71,82.82,5880.22,19/10/2026,Emergency Storage,Available,30/09/2022,05/08/2024
It Diagnostic Tools,HealthFirst,60,423.07,25384.2,11/09/2026,Clinic Branch,Low Stock,02/05/2022,14/07/2023
Exist Surgical Equipment,PharmaPlus,98,373.05,36558.9,20/03/2025,Emergency Storage,Low Stock,23/09/2023,01/09/2024
Where Medicine,PharmaPlus,169,147.47,24922.43,29/10/2026,Warehouse A,Low Stock,22/10/2024,01/12/2024
Job Diagnostic Tools,HealthFirst,66,481.51,31779.66,06/08/2025,Clinic Branch,Out of Stock,16/06/2023,15/11/2023
Decision Surgical Equipment,HealthFirst,126,257.02,32384.52,21/06/2025,Emergency Storage,Low Stock,05/05/2022,15/06/2022
Girl Sanitizers,MediCorp,260,179.44,46654.4,07/03/2026,Emergency Storage,Available,14/09/2023,09/02/2025
Exist Sanitizers,CareWell,271,295.28,80020.88,17/11/2024,Emergency Storage,Out of Stock,24/08/2023,22/12/2024
Environmental Sanitizers,MediCorp,173,113.66,19663.18,21/02/2025,Warehouse B,Available,27/08/2022,30/10/2022
Rule Medicine,MedSupplies,92,426.51,39238.92,21/09/2027,Emergency Storage,Out of Stock,28/12/2022,17/03/2024
Marriage Surgical Equipment,PharmaPlus,259,299.6,77596.4,11/02/2027,Warehouse B,Available,04/01/2024,01/01/2025
Early Surgical Equipment,MedSupplies,283,300.09,84925.47,08/09/2027,Warehouse B,Low Stock,03/09/2023,26/09/2023
Everything Medicine,MediCorp,261,164.6,42960.6,23/09/2024,Emergency Storage,Out of Stock,13/02/2023,05/03/2024
Start Medicine,PharmaPlus,269,45.39,12209.91,17/05/2024,Main Hospital,Available,14/11/2024,05/12/2024
Statement Sanitizers,MedSupplies,134,139.68,18717.12,26/05/2026,Emergency Storage,Low Stock,09/04/2022,20/04/2023
Fine Personal Protective Equipment,MedSupplies,294,310.97,91425.18,12/05/2024,Clinic Branch,Low Stock,03/09/2022,19/01/2025
Able Diagnostic Tools,HealthFirst,85,262.89,22345.65,05/11/2024,Warehouse A,Low Stock,17/07/2022,
Audience Surgical Equipment,HealthFirst,263,178.25,46879.75,19/03/2024,Warehouse B,Out of Stock,31/03/2024,22/11/2024
Face Surgical Equipment,CareWell,243,336.24,81706.32,14/05/2024,Warehouse B,Out of Stock,01/04/2024,09/04/2024
Role Diagnostic Tools,PharmaPlus,134,204.6,27416.4,11/03/2027,Emergency Storage,Low Stock,11/02/2024,20/08/2024
Likely Sanitizers,PharmaPlus,212,28,5936,05/07/2024,Clinic Branch,Out of Stock,13/09/2024,20/09/2024
Somebody Surgical Equipment,MedSupplies,52,344.98,17938.96,13/11/2027,Warehouse A,Out of Stock,13/04/2024,29/01/2025
Evening Diagnostic Tools,CareWell,202,189.82,38343.64,16/06/2024,Warehouse B,Available,29/09/2022,04/11/2023
Newspaper Personal Protective Equipment,PharmaPlus,264,120.15,31719.6,13/01/2026,Clinic Branch,Out of Stock,14/07/2022,20/07/2024
Because Diagnostic Tools,MedSupplies,218,209.21,45607.78,21/07/2026,Emergency Storage,Out of Stock,07/10/2022,27/08/2024
Art Medicine,CareWell,140,318.22,44550.8,16/02/2025,Warehouse B,Low Stock,20/12/2022,16/07/2024
Few Medicine,MedSupplies,238,253.78,60399.64,30/03/2026,Clinic Branch,Out of Stock,08/11/2022,30/01/2023
Operation Diagnostic Tools,MediCorp,64,33.35,2134.4,18/06/2024,Clinic Branch,Available,12/04/2024,21/11/2024
Single Personal Protective Equipment,MediCorp,80,73.52,5881.6,30/03/2025,Clinic Branch,Low Stock,22/06/2022,
Ready Personal Protective Equipment,MediCorp,158,116.77,18449.66,03/07/2024,Warehouse B,Out of Stock,13/06/2022,10/12/2023
Sign Surgical Equipment,MediCorp,230,401.71,92393.3,02/01/2028,Main Hospital,Out of Stock,12/11/2023,07/04/2024
Upon Sanitizers,CareWell,290,74.2,21518,03/01/2026,Main Hospital,Low Stock,17/07/2023,18/03/2024
Deep Sanitizers,CareWell,54,384.8,20779.2,01/03/2025,Warehouse B,Available,27/07/2023,30/01/2025
Success Medicine,MediCorp,181,210.1,38028.1,01/03/2026,Emergency Storage,Available,06/12/2024,05/01/2025
Likely Sanitizers,MediCorp,232,155.55,36087.6,26/01/2028,Warehouse B,Low Stock,23/12/2023,21/01/2025
If Personal Protective Equipment,MediCorp,27,461.73,12466.71,04/03/2025,Warehouse B,Out of Stock,28/10/2023,28/11/2024
Interesting Medicine,MedSupplies,176,468.63,82478.88,24/06/2026,Warehouse A,Low Stock,03/10/2024,28/12/2024
Reason Medicine,HealthFirst,115,293.81,33788.15,03/02/2028,Warehouse B,Available,22/10/2023,25/10/2023
Fine Diagnostic Tools,MediCorp,53,189.62,10049.86,10/07/2025,Warehouse A,Low Stock,30/12/2023,
One Personal Protective Equipment,MediCorp,128,16.66,2132.48,29/08/2026,Main Hospital,Available,24/04/2023,29/11/2024
Provide Diagnostic Tools,MediCorp,140,26.05,3647,11/01/2027,Warehouse A,Low Stock,24/05/2024,03/03/2025
Card Sanitizers,CareWell,278,102.42,28472.76,02/01/2028,Clinic Branch,Low Stock,15/08/2022,08/02/2024
Way Medicine,HealthFirst,44,402.85,17725.4,11/02/2027,Warehouse A,Low Stock,29/01/2023,11/12/2023
Red Medicine,CareWell,289,296.16,85590.24,18/11/2025,Main Hospital,Low Stock,16/09/2024,24/10/2024
Field Sanitizers,CareWell,41,151.24,6200.84,02/10/2027,Warehouse B,Available,01/07/2023,11/06/2024
Administration Surgical Equipment,PharmaPlus,250,173.11,43277.5,27/07/2027,Main Hospital,Out of Stock,12/06/2023,04/10/2023
Recognize Medicine,MedSupplies,47,231.02,10857.94,14/01/2027,Warehouse B,Low Stock,12/08/2024,21/11/2024
Woman Surgical Equipment,MediCorp,82,484.02,39689.64,22/03/2024,Emergency Storage,Available,11/11/2022,
Upon Medicine,MedSupplies,126,251.06,31633.56,11/05/2027,Warehouse B,Low Stock,14/04/2022,16/07/2022
Fund Sanitizers,MedSupplies,228,6.09,1388.52,01/10/2024,Emergency Storage,Available,27/02/2024,28/01/2025
Be Medicine,HealthFirst,262,211.99,55541.38,Invalid Date,Emergency Storage,Available,13/12/2024,23/03/2025
Economy Medicine,MedSupplies,41,52.14,2137.74,24/10/2026,Main Hospital,Available,05/09/2022,18/01/2024
Past Sanitizers,HealthFirst,262,375.78,98454.36,Invalid Date,Warehouse B,Available,25/09/2022,14/04/2023
Leader Sanitizers,MediCorp,232,351.78,81612.96,04/03/2026,Warehouse B,Out of Stock,16/06/2022,11/08/2024
Example Diagnostic Tools,MediCorp,278,200.27,55675.06,08/04/2027,Clinic Branch,Out of Stock,18/11/2023,07/05/2024
Argue Medicine,PharmaPlus,35,443.59,15525.65,20/01/2027,Warehouse A,Available,26/05/2022,21/06/2024
Worry Medicine,HealthFirst,10,194.19,1941.9,02/06/2027,Clinic Branch,Available,16/10/2024,03/02/2025
Use Diagnostic Tools,PharmaPlus,66,376.43,24844.38,26/03/2026,Emergency Storage,Available,22/07/2024,13/10/2024
Medical Personal Protective Equipment,MedSupplies,19,268.81,5107.39,04/09/2027,Warehouse B,Out of Stock,20/10/2022,31/03/2023
Woman Medicine,HealthFirst,39,135.9,5300.1,23/08/2026,Clinic Branch,Out of Stock,15/11/2024,10/01/2025
Reality Diagnostic Tools,HealthFirst,143,476.66,68162.38,22/02/2027,Clinic Branch,Low Stock,15/11/2023,01/01/2024
Himself Medicine,PharmaPlus,77,418.07,32191.39,15/02/2025,Main Hospital,Out of Stock,22/05/2024,07/10/2024
Baby Surgical Equipment,HealthFirst,237,283.52,67194.24,05/09/2026,Clinic Branch,Available,30/12/2023,
Nature Diagnostic Tools,PharmaPlus,158,32.22,5090.76,14/11/2027,Main Hospital,Available,17/10/2023,15/01/2025
Until Diagnostic Tools,CareWell,279,214.32,59795.28,13/03/2027,Emergency Storage,Low Stock,14/02/2025,09/03/2025
Story Personal Protective Equipment,MediCorp,68,10.17,691.56,13/03/2024,Main Hospital,Low Stock,10/05/2022,
Little Sanitizers,MediCorp,212,457.59,97009.08,08/01/2025,Warehouse B,Out of Stock,27/04/2024,26/06/2024
Prevent Surgical Equipment,MediCorp,58,379.32,22000.56,20/01/2028,Warehouse B,Low Stock,22/11/2022,13/08/2023
Example Sanitizers,HealthFirst,106,492.14,52166.84,03/10/2027,Warehouse B,Low Stock,30/06/2023,24/08/2024
Born Sanitizers,,276,219.23,60507.48,01/02/2027,Emergency Storage,Available,29/03/2023,25/09/2024
Begin Personal Protective Equipment,MediCorp,74,75.36,5576.64,09/08/2024,Warehouse A,Low Stock,22/02/2025,
Imagine Sanitizers,MediCorp,67,305.05,20438.35,17/04/2027,Emergency Storage,Out of Stock,28/01/2023,21/06/2023
Late Diagnostic Tools,MediCorp,286,257.17,73550.62,11/02/2025,Clinic Branch,Out of Stock,17/02/2024,31/08/2024
By Sanitizers,CareWell,153,386.88,59192.64,Invalid Date,Warehouse A,Available,18/01/2023,05/05/2024
Avoid Surgical Equipment,HealthFirst,223,418.4,93303.2,03/02/2027,Emergency Storage,Available,16/11/2023,01/03/2025
Fire Sanitizers,HealthFirst,38,231.07,8780.66,29/05/2024,Clinic Branch,Out of Stock,02/12/2023,13/01/2025
Audience Sanitizers,CareWell,257,478.51,122977.07,20/12/2025,Warehouse B,Low Stock,03/07/2024,08/10/2024
Family Personal Protective Equipment,MedSupplies,51,464.12,23670.12,27/03/2027,Emergency Storage,Available,05/07/2022,21/09/2022
Yeah Surgical Equipment,,62,399.8,24787.6,20/03/2027,Main Hospital,Out of Stock,14/09/2022,23/09/2024
Put Diagnostic Tools,HealthFirst,115,18.94,2178.1,27/07/2026,Clinic Branch,Out of Stock,15/02/2024,
Feeling Diagnostic Tools,CareWell,226,254.04,57413.04,22/06/2027,Main Hospital,Available,13/02/2024,10/07/2024
Attention Sanitizers,PharmaPlus,189,235.96,44596.44,13/05/2024,Emergency Storage,Out of Stock,08/06/2022,31/07/2022
Clearly Medicine,MedSupplies,285,189.53,54016.05,05/09/2024,Clinic Branch,Available,04/09/2022,17/03/2023
Sing Medicine,MedSupplies,128,168.05,21510.4,05/06/2025,Clinic Branch,Available,31/10/2023,31/08/2024
Born Personal Protective Equipment,PharmaPlus,111,426.17,47304.87,22/03/2027,Warehouse B,Out of Stock,10/12/2024,11/01/2025
Discussion Personal Protective Equipment,HealthFirst,237,16.84,3991.08,29/04/2025,Main Hospital,Out of Stock,30/08/2022,11/10/2023
Hard Personal Protective Equipment,MedSupplies,17,232.44,3951.48,11/06/2027,Warehouse B,Out of Stock,01/05/2024,20/10/2024
Career Personal Protective Equipment,PharmaPlus,8,418.69,3349.52,21/04/2024,Main Hospital,Out of Stock,31/03/2023,03/04/2023
Rate Medicine,PharmaPlus,264,263.37,69529.68,22/11/2024,Emergency Storage,Out of Stock,28/04/2024,07/07/2024
Officer Sanitizers,HealthFirst,140,10.51,1471.4,17/05/2026,Emergency Storage,Low Stock,11/11/2023,02/07/2024
Surface Personal Protective Equipment,HealthFirst,8,156.27,1250.16,19/01/2028,Clinic Branch,Available,04/05/2022,22/10/2024
Difference Personal Protective Equipment,HealthFirst,26,17.64,458.64,12/04/2025,Main Hospital,Low Stock,08/10/2023,04/05/2024
